Date/Time,EMS:Temperatura Habitacion [C](TimeStep),EMS:Temperatura exterior [C](TimeStep),M_SC:Surface Inside Face Temperature [C](TimeStep),M_SC:Surface Outside Face Temperature [C](TimeStep),M_SC:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](TimeStep),M_SC:Surface Inside Face Convection Heat Gain Rate [W](TimeStep),M_SC:Surface Inside Face Conduction Heat Transfer Rate [W](TimeStep),H_M2:Surface Inside Face Temperature [C](TimeStep),H_M2:Surface Outside Face Temperature [C](TimeStep),H_M2:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](TimeStep),H_M2:Surface Inside Face Convection Heat Gain Rate [W](TimeStep),H_M2:Surface Inside Face Conduction Heat Transfer Rate [W](TimeStep),M_SC2:Surface Inside Face Temperature [C](TimeStep),M_SC2:Surface Outside Face Temperature [C](TimeStep),M_SC2:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](TimeStep),M_SC2:Surface Inside Face Convection Heat Gain Rate [W](TimeStep),M_SC2:Surface Inside Face Conduction Heat Transfer Rate [W](TimeStep),TZ_CLIMA:Zone Mean Air Temperature [C](TimeStep),TZ_GUARDA:Zone Mean Air Temperature [C](TimeStep),TZ_HABITACION:Zone Mean Air Temperature [C](TimeStep) 
 01/29  07:53:00,20.39999999986875,20.4,20.39999999999392,20.399999999870276,13.0,3.6160929539619246e-10,-3.593495421227999e-10,20.399999999868478,20.399999999868368,2.0,2.5036115403054284e-12,-4.994217306375505e-10,20.399999999870276,20.39999999999392,6.6,-4.603068646247265e-11,5.186052476346958e-11,20.4,20.39999999986875,20.399999999868905 
 01/29  07:54:00,20.399999999868905,20.4,20.39999999999403,20.39999999987054,13.0,3.5505763662513346e-10,-3.5265156839159316e-10,20.399999999868596,20.399999999868478,2.0,2.8287558961892502e-12,-5.327165126800538e-10,20.39999999987054,20.39999999999403,6.6,-4.9464210860605818e-11,5.550214154936838e-11,20.4,20.3999999998689,20.399999999869068 
 01/29  07:55:00,20.399999999869068,20.4,20.399999999994156,20.399999999870827,13.0,3.476606025287765e-10,-3.450106760283233e-10,20.39999999986873,20.399999999868596,2.0,3.0888713808963077e-12,-6.326008588075639e-10,20.399999999870827,20.399999999994156,6.6,-5.3112330533622299e-11,5.943638825556263e-11,20.4,20.39999999986907,20.399999999869246 
 01/29  07:56:00,20.399999999869246,20.4,20.39999999999429,20.399999999871136,13.0,3.3962953693844608e-10,-3.3639435059740206e-10,20.399999999868876,20.39999999986873,2.0,3.3815013011917476e-12,-6.658956408500672e-10,20.399999999871136,20.39999999999429,6.6,-5.708234311896375e-11,6.392338036675937e-11,20.4,20.399999999869246,20.399999999869434 
 01/29  07:57:00,20.399999999869434,20.4,20.399999999994443,20.399999999871473,13.0,3.3054175219149327e-10,-3.27030193147948e-10,20.399999999869036,20.399999999868876,2.0,3.641616785898805e-12,-7.324852049350739e-10,20.399999999871473,20.399999999994443,6.6,-6.158884389151353e-11,6.909317562531214e-11,20.400000000000003,20.399999999869434,20.399999999869629 
 01/29  07:58:00,20.399999999869629,20.4,20.399999999994607,20.399999999871839,13.0,3.210312797818915e-10,-3.1737340577819849e-10,20.399999999869207,20.399999999869036,2.0,3.869217835017481e-12,-7.657799869775773e-10,20.399999999871839,20.399999999994607,6.6,-6.673913048871327e-11,7.497828846680931e-11,20.4,20.399999999869629,20.399999999869846 
 01/29  07:59:00,20.399999999869846,20.4,20.399999999994763,20.39999999987224,13.0,3.115208073722897e-10,-3.0826936381345149e-10,20.399999999869388,20.399999999869207,2.0,4.1943621909013024e-12,-8.32369551062584e-10,20.39999999987224,20.399999999994763,6.6,-7.231860763567965e-11,8.131860340654384e-11,20.4,20.399999999869846,20.399999999870084 
 01/29  08:00:00,20.399999999870084,20.4,20.39999999999489,20.399999999872667,13.0,3.0391242944460827e-10,-3.007585291925352e-10,20.399999999869587,20.399999999869388,2.0,4.5520209823735065e-12,-9.156065061688424e-10,20.399999999872667,20.39999999999489,6.6,-7.800538242008769e-11,8.769143278186675e-11,20.4,20.399999999870088,20.39999999987034 
 01/29  08:01:00,20.39999999987034,20.4,20.399999999994987,20.399999999873108,13.0,2.982061459988472e-10,-2.9614147933898495e-10,20.399999999869796,20.399999999869587,2.0,4.9747086450224745e-12,-9.655486792325975e-10,20.399999999873108,20.399999999994987,6.6,-8.358485956705407e-11,9.36090600589523e-11,20.4,20.39999999987034,20.399999999870614 
 01/29  08:02:00,20.399999999870614,20.4,20.39999999999503,20.399999999873548,13.0,2.956700200229534e-10,-2.9461330086633098e-10,20.39999999987003,20.399999999869796,2.0,5.332367436494679e-12,-1.0654330253601076e-9,20.399999999873548,20.39999999999503,6.6,-8.862784852681215e-11,9.858376870397478e-11,20.4,20.399999999870614,20.399999999870898 
